MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.festoolusa.com/product/576017,,,,,,576017,,,,576017,576017,576017 100W Led Par30L Med 30k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,576017,,,"FESTOOL®, Commercial Product, 576017",COMMERCIAL PRODUCT,"FESTOOL®, 576017, Commercial Product",FESTOOL® Commercial Product,"FESTOOL®, Commercial Product",,,,,,,,,,,,,,,,,,,,,,,,,,,"FESTOOL®, Commercial Product",Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/574392,,,,,,574392,,,,574392,574392,574392 40W Led B11 Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,574392,,,"FESTOOL®, Light Bulb, 574392",LIGHT BULB,"FESTOOL®, 574392, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,40W,,bulb_type,B11,,base_type,Med,,color_temperature,27k,,pack_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/576751,,,,,,576751,,,,576751,576751,576751 65W Led BR30 Med 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,576751,,,"FESTOOL®, Light Bulb, 576751",LIGHT BULB,"FESTOOL®, 576751, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,65W,,bulb_type,BR30,,base,Med,,pack_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.ustape.com/product/583161,,,,,,583161,,,,583161,583161,583161 Led 65W Med BR30 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),U.S. Tape Company,U.S. TAPE®,,583161,,,"U.S. TAPE®, Light Bulb, 583161",LIGHT BULB,"U.S. TAPE®, 583161, Light Bulb",U.S. TAPE® Light Bulb,"U.S. TAPE®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,65W,,bulb_type,BR30,,package,3pk,,technology,Led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/566695,,,,,,566695,,,,566695,566695,566695 60W Led Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,566695,,,"PHILIPS LIGHTING®, Light Bulb, 566695",LIGHT BULB 120 V A19,"PHILIPS LIGHTING®, 566695, Light Bulb","PHILIPS LIGHTING® Light Bulb, 120 V, A19","PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,A19,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,27k,,package_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/577007,,,,,,577007,,,,577007,577007,577007 125W Led Med 30k Flood,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,577007,,,"FESTOOL®, Light Bulb, 577007",LIGHT BULB,"FESTOOL®, 577007, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,125W,,color_temperature,30k,,lamp_type,Flood,,category,General Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/566653,,,,,,566653,,,,566653,566653,566653 25W Led Cand 27k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,566653,,,"PHILIPS LIGHTING®, Light Bulb, 566653",LIGHT BULB,"PHILIPS LIGHTING®, 566653, Light Bulb",PHILIPS LIGHTING® Light Bulb,"PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,25W,,color_temperature,27k,,package_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/566679,,,,,,566679,,,,566679,566679,566679 40W Led Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,566679,,,"PHILIPS LIGHTING®, Light Bulb, 566679",LIGHT BULB 120 V A19,"PHILIPS LIGHTING®, 566679, Light Bulb","PHILIPS LIGHTING® Light Bulb, 120 V, A19","PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,A19,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,40W,,color_temperature,27k,,package_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573311,,,,,,573311,,,,573311,573311,573311 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573311,,,"FESTOOL®, Light Bulb, 573311",LIGHT BULB 120 V,"FESTOOL®, 573311, Light Bulb","FESTOOL® Light Bulb, 120 V","FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,27k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573394,,,,,,573394,,,,573394,573394,573394 60W Led Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573394,,,"FESTOOL®, Light Bulb, 573394",LIGHT BULB 120 A19,"FESTOOL®, 573394, Light Bulb","FESTOOL® Light Bulb, 120 V, A19","FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,,Amperage Rating,,,Dimensions,A19,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,27k,,package_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573329,,,,,,573329,,,,573329,573329,573329 60W Cand Led 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573329,,,"FESTOOL®, Light Bulb, 573329",LIGHT BULB,"FESTOOL®, 573329, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,27k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/564930,,,,,,564930,,,,564930,564930,564930 40W Cand Led 50k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,564930,,,"PHILIPS LIGHTING®, Light Bulb, 564930",LIGHT BULB 120 V,"PHILIPS LIGHTING®, 564930, Light Bulb","PHILIPS LIGHTING® Light Bulb, 120 V","PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,40W,,color_temperature,50k,,package_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/565000,,,,,,565000,,,,565000,565000,565000 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,565000,,,"PHILIPS LIGHTING®, Light Bulb, 565000",LIGHT BULB,"PHILIPS LIGHTING®, 565000, Light Bulb",PHILIPS LIGHTING® Light Bulb,"PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,27k,,package_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/564922,,,,,,564922,,,,564922,564922,564922 60W Led BA11 50k 3pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,564922,,,"PHILIPS LIGHTING®, Light Bulb, 564922",LIGHT BULB 120 V BA11,"PHILIPS LIGHTING®, 564922, Light Bulb","PHILIPS LIGHTING® Light Bulb, 120 V, BA11","PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,BA11,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,50k,,pack_quantity,3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573295,,,,,,573295,,,,573295,573295,573295 40W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573295,,,"FESTOOL®, Light Bulb, 573295",LIGHT BULB 120 V,"FESTOOL®, 573295, Light Bulb","FESTOOL® Light Bulb, 120 V","FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,40W,,color_temperature,27k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/564914,,,,,,564914,,,,564914,564914,564914 60W Med Led 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,564914,,,"PHILIPS LIGHTING®, Light Bulb, 564914",LIGHT BULB 120 V,"PHILIPS LIGHTING®, 564914, Light Bulb","PHILIPS LIGHTING® Light Bulb, 120 V","PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,50k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573485,,,,,,573485,,,,573485,573485,573485 60W Led A19 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573485,,,"FESTOOL®, Light Bulb, 573485",LIGHT BULB 120 V A19,"FESTOOL®, 573485, Light Bulb","FESTOOL® Light Bulb, 120 V, A19","FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,120,V,Amperage Rating,,,Dimensions,A19,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,60W,,color_temperature,50k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/573337,,,,,,573337,,,,573337,573337,573337 40W Led G25 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,573337,,,"FESTOOL®, Light Bulb, 573337",LIGHT BULB,"FESTOOL®, 573337, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,40W,,bulb_type,G25,,color_temperature,50k,,pack_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.lighting.philips.com/product/544874,,,,,,544874,,,,544874,544874,544874 32W Led T8 UBulb 40k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Signify N.V.,PHILIPS LIGHTING®,,544874,,,"PHILIPS LIGHTING®, Light Bulb, 544874",LIGHT BULB,"PHILIPS LIGHTING®, 544874, Light Bulb",PHILIPS LIGHTING® Light Bulb,"PHILIPS LIGHTING®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,32W,,bulb_type,T8,,color_temperature,40k,,ubulb,UBulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
https://www.festoolusa.com/product/570846,,,,,,570846,,,,570846,570846,570846 50W Led Med 22K 2pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Phillips Lighting (5831),Festool GmbH,FESTOOL®,,570846,,,"FESTOOL®, Light Bulb, 570846",LIGHT BULB,"FESTOOL®, 570846, Light Bulb",FESTOOL® Light Bulb,"FESTOOL®, Light Bulb",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Bulb,Series,,,Model,,,Item Type,,,Voltage Rating,,,Amperage Rating,,,Dimensions,,,Mounting Type,,,Material,,,Color,,,Sound Level,,,Additional Information,,,,,,,,,,,,,,,wattage,50W,,color_temperature,22K,,package_quantity,2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,No,No
